,id_enterprise,enterprise_name,job_name,city,job_description,hierarchy_level,job_type,functions,sectors
10,13556,Alptis,Stagiaire Data Science H/F,"Lyon, FR","Depuis plus de 40 ans, Alptis assurances, 3ème courtier grossiste en assurance de personnes, assure la conception, le placement auprès d’organismes d’assurances et la gestion de contrats en santé, prévoyance et assurances de prêts. Ses produits et ses services sont distribués par l’intermédiaire d’un réseau de courtiers partenaires auprès d’une clientèle de particuliers, de Travailleurs Non Salariés et d’entreprises.Alptis assurances propose une vision de la protection sociale fondée à la fois sur la responsabilité et la solidarité. Aujourd’hui plus de 350.000 personnes bénéficient de ses garanties et Alptis assurances compte près de 500 collaborateurs.Rattaché(e) à la Direction de la conception et du pilotage de l’offre, vous intégrerez le Datalab qui centralise tous les projets de Data Science de l’entreprise.Vous serez en charge de challenger différentes approches pour la prévision des ventes, notamment :séries chronologiquesréseaux de neurones récurrentsgradient boostingVous Prendrez Également Part à Des Projets En Cours Surla connaissance et la fidélisation des clientsl’analyse sémantique des verbatimsla reconnaissance automatique d’images pour qualifier les pièces jointesSavoirs Et Savoir-faire AttendusConnaissances de Python et SASConnaissances des principales méthodes d’apprentissage et de statistique en grande dimensionQualités rédactionnellesCompétences Comportementales / Savoirs Être RequisEsprit d’analyse et de synthèseRigueur et minutieSens de l’organisationAptitudes relationnellesTravail en équipeAvantages: Indemnité de stage à négocier + TR d’une valeur de 8,50€ avec une participation employeur de 4,57€ + Prise en charge de 50% du titre de transport.",Premier emploi,Temps plein,"['Ingénierie', 'Technologies de l’information']","['Recrutement ', 'Banques', 'Assurances']"
11,13557,Université de Bordeaux,"Assistant ingénieur en CDD, Administrateur / Concepteur / Développeur SI décisionnel H/F, BAP E","Gradignan, FR","InformationsCorpsAssistant ingénieur en CDDProfil / Intitulé du posteAdministrateur / Concepteur / Développeur SI décisionnel H/FBranche d'activité ou disciplineBAP ECatégorieALieu de travailAvenue d'Aquitaine - Bâtiment 10B - 33170 GRADIGNAN Type d'emploiBIATSS-ITRF.Contractuel StructureDirection des systèmes d’information.Detail de l'affectation: Département Pilotage et Exploitation du Système d'Information - Bureau SI DécisionnelDate d'ouverture et de fermeture du registreDu 18/09/19 au 05/01/20 Date de prise de fonction01/02/20Durée12 mois (renouvellement) Quotité de travail100 %Description de l'offreAu sein du Bureau Système d'Information Décisionnel, composé de 3 personnes, vous participez à l'évolution, l’administration, l’exploitation, et l’assistance du SID: entrepôts de données, plateformes BI et ETL.Vous intervenez dans différents projets en apportant votre expertise dans l'analyse, la conception et la mise en œuvre des solutions.Vous travaillez tout particulièrement en collaboration avec le bureau Applications de gestions de la DSI, mais également avec les autres équipes de la DSI, ainsi que différentes Directions métiers.Ainsi, vous contribuez au développement de l’Informatique décisionnelle de l’Université de Bordeaux.Descriptif Des MissionsParticiper à l'analyse, la conception, au développement et à la maintenance :des entrepôts de données, en intégrant des contrôles de cohérence et de fiabilité des donnéesdes univers BO basés sur les entrepôts de données (couche sémantique)des outils de restitution/diffusion des données de pilotage et d'aide à la décisionParticiper à L'administration Technique Et Fonctionnelledes plateformes BOdes plateformes Talend Assurer le support de niveau 1 et 2 auprès des usagers et si besoin permettre la prise en charge de l'incident par le service compétent ou auprès du support technique de l'éditeur. Accompagner les utilisateurs et assurer un rôle d'expertise sur les outils décisionnels auprès du bureau Applications de gestions, des Directions métiers et notamment le Pôle Pilotage et Aide à la Stratégie (tutoriels, ateliers, démonstrations, formations) Contribuer aux différentes phases des projets décisionnels Rédiger et maintenir à jour les documentations :techniques: à destination du bureau SID ou des concepteurs d'universfonctionnelles: à destination des concepteurs de documents BO et des utilisateurs en consultation Assurer une veille technologique sur les outils du décisionnelCompétences AttenduesDiplôme(s) exigé(s) et/ou niveau de qualification : Diplôme en informatique (minimum de niveau Bac+2), accompagné d'une formation en Informatique décisionnelle ou Miage ou STIDSavoirsExpertise en langages d'interrogation de bases de données (SQL)Connaissance du fonctionnement des systèmes de gestion de bases de données (pgsql, Oracle,...)Maîtrise des méthodes de représentation des données (Modélisation SID, MCD)Connaissance d'un ETL (TALEND ou autre) ou d’un langage de programmation objet (java, javascript, …)Maitrise d’un outils de restitution ( BI4.2 ou autre)Connaissances générales sur les méthodes de gestion de projet décisionnelConnaissance de l’administration d’un ETL et/ou d’un outil de restitutionLa connaissance des méthodes d'installations applicatives serait un plusSavoir-faireUtiliser les langages de requêteTravailler en équipeAssurer le rôle de correspondant technique vis-à-vis des utilisateursAnalyser, spécifier et développer les solutions retenuesProduire de la documentation adaptée aux différents utilisateursTransmettre un certain nombre de savoir-faire en adaptant ses explications au public concernéAssurer une veille technologiqueSavoir-êtreTrès forte motivation pour le travail en équipeRigueurQualités relationnelles/pédagogieAutonomie et capacité d’organisationModalités de candidatureCV et lettre de motivation à envoyer jusqu'au 5 janvier 2020 inclus à :click applyou directement via le bouton ""postuler""Rémunération2000€ mensuels bruts en fonction de l'expérience et de la grille en vigueur.",Premier emploi,Temps plein,"['Ingénierie', 'Technologies de l’information']","['Études/recherche', 'Administration publique', 'Services financiers']"
12,13558,ADERLY / Invest in Lyon,Data scientist en imagerie médicale H/F,"Lyon, FR","À propos de HITACHILe service d'accompagnement au recrutement de l'Aderly recherche 1 Data scientist en imagerie médicale pour le groupe HITACHI qui a choisi Lyon pour ouvrir une unité de R&D.Mission ConfiéeDévelopper un nouvel algorithme pour la détection / diagnostic assistée par ordinateur (CADe/x) sur le cancerDescription du poste Implémentation de l'algorithme CADe/x développé en C / C ++, Matlab ou Python pour créer un prototype CADe/x Créer des données d'apprentissage / d'évaluation / de test pour l'algorithme CADe/x avec des médecins Évaluer le prototype CADe/x avec des médecins Collaborer avec d'autres chercheurs et ingénieurs au développement de produits CADe/x basés sur le prototype CADe/x (certains des autres chercheurs et ingénieurs sont au Japon) Évaluer le prototype CADe/x développé par d'autres chercheurs et ingénieurs avec des médecins en France Communiquer les résultats par des rapports et des présentations Se Connecter avec la communauté scientifique à travers des publications, des réunions et des études de littérature Faire équipe avec les membres du groupe HITACHIProfil recherchéFormation / Diplôme requis : Doctorat-Phd en imagerie médicale, en informatique ou dans un domaine connexeLangue(s) et niveau : anglais niveau C, français niveau CExpérience, nombre d'années et secteur d'activité : Expertise en recherche et développement sur l'imagerie médicale radiologique (de préférence, expertise en analyse d'image en IRM)Expérience en collaboration avec des docteurs en médecineCompétences et connaissances spécifiques : Familiarité avec C / C ++ ou Matlab ou Python (de préférence familiarité avec le traitement d'images et l'apprentissage automatique)Rémunération : Selon profil et expérienceDate de démarrage souhaitée : Dès que possible - CDD à objet défini 36 mois -Merci d'adresser CV + LM en anglais impératif et en françaisPostuler",Premier emploi,Temps plein,"['Ingénierie', 'Technologies de l’information']","['Logiciels informatiques', 'Internet', 'Études/recherche']"
13,13559,Roamler,Data Analyst,"Lyon, FR","Data AnalystDescription du PosteDescription De La MissionStart-up en forte croissance depuis 2014, et désormais présente dans 14 pays européens, Roamler révolutionne la façon de mener des actions et missions sur le terrain pour de nombreuses très grandes entreprises en France.Très active sur les réseaux ""Retail"", Roamler révolutionne l'exécution point de vente viale crowdsourcing.Pour Nous Aider Dans Notre Fort Développement, Et Accompagner Toujours Nos Clients à Travers Des Reportings Complets, Intelligents, Et Simples à Prendre En Main, Nous Souhaitons Vous Unegrande Mission Au Sein De RoamlerCréer des livrables clients pertinents, simples à comprendre et à utiliserVous créer des solutions data-centric pour optimiser l'existantVous créer des bases de données pertinentes pour définir des benchmarks pertinents sur chaque secteur étudiéIntéressé parle travail en équipe, l'innovation, vous avez la volonté de toujours optimiser l'existant etêtes très attentif au besoin des clients. Vous cherchez à créer dessolutions de partage d'informationscohérentes, et pertinentes aux besoins ressentis! Tout cela en garantissant fiabilité des résultats évidemment.Vous serez au quotidienen support d’une équipe de chefs de projets en relation avec les clients , que vous accompagnerez dans la production et l'optimisation de livrables sous des outils digitaux. Vous serez attentif à l’optimisation des processus de production, et serez force de proposition.ExigencesProfilEnthousiaste, motivé, vous adorez les chiffres. Vous avez une forte appétence sur les problématiques Marketing et portez une attention particulière au sujet de la data visualisation.Autonome, vous cherchez à comprendre les problématiques clients.Orienté solution, vous amenez votre compétence et votre envie de bien faire au profit d'une amélioration continue.Si vous vous retrouvez dans cette description – Nous sommes faits pour nousrencontrer !Maitrise indispensable et experted'Excel.Connaissance et maitrise de POWER BI également nécessaire.Toute première expérience en institut ou sur des problématiques de traitement de donnéesest un plus.You need as well to be at ease with English as we can get international studies for some of our clients. 20% of out activities are currently done abroad (always with English as a working language).Où ça ?Lyon 1er, Hotel de Ville, dans un endroit convivial :)1 rue de la République très exactement Montée B – 2ème étage – Porte de droite.Rémunération à définir selon profilPoste en CDI",Premier emploi,Temps plein,['Technologies de l’information'],"['Marketing et publicité', 'Internet', 'Commerce de détail']"
14,13560,MycommunIT,DATA SCIENTIST (H/F) - Saint-Maurice,"Saint-Maurice-sur-Dargoire, FR","Description De L'offreMycommunIT recherche pour son client, l'un des leaders bancaire en France, un(e) data scientist. Notre client conseil les plus grandes entreprises françaises en matière de finance.Vous serez intégré(e) au sein d’une équipe multidisciplinaire travaillant en méthodologie Agile (SCRUM). Le cadre de travail est stimulant.Missions Comprendre et maîtriser les business objectives ;  Apporter votre expertise pour la gestion de projet ;  Identifier et qualifier la source des données, comprendre les data sets ;  Superviser les activités des data engineer : sélection des attributs, data cleaning, intégration des données, formatage et feature engineering ;  Sélectionner le modèle technique approprié : élaboration, évaluation, implémentation et suggérer des améliorations ;  Mise en place de support de communication pour présenter les résultats, évaluer la performance par rapport aux business objectives ;  Préparer le déploiement, réajuster avec les équipes IT.Profil RecherchéIssu d'un Bac +5 en école d'ingénierie vous justifiez d'au moins 5 ans d'expérience sur le même poste.Vous êtes à l'aise avec la gestion de projet et avez une appétance pour le management.Vous Maîtrisez Les Éléments Techniques Suivants Python  SQLAvantages Formation gratuite.  Bonne perspective d'évolution.  Service de conciergerie. Profil Recherché Niveau d'études3ème cycle et BAC+5   Expérience sur le posteentre 5 ans et 10 ans   Evolutivité du poste   Compétences obligatoiresHadoop Big Data Agile Apache Spark Python SCRUM   Compétences facultatives",Premier emploi,Temps plein,"['Ingénierie', 'Technologies de l’information']","['Technologies et services de l’information', 'Logiciels informatiques', 'Internet']"
15,13561,Harnham,INGÉNIEUR DÉCISIONNEL BI,"Lille, FR","INGÉNIEUR DÉCISIONNEL BILILLESALAIRE : 40K€ - 50K€Rejoignez le leader en ingénierie ! Une entreprise internationale qui travaille sur différents grands secteurs tel que les sciences de la vie ou le spatial.L'entrepriseCette société en plus d'être leader sur son marché, elle fait partie du top français pour l'équilibre qu'elle apporte à ses salariés entre leur vie privé et professionnelle. Une entreprise qui vous permettra d'évoluer en France ou à l'étranger !Le PosteEn tant qu'ingénieur décisionnel BI vous serez en relation direct avec le responsable d'équipe, vos responsabilités seront :Élaborer les composants logiciels applicatifsFournir des solutions informatiquesAnalyse et conceptionGestion de la solutionVotre ProfilExpériences comme ingénieur décisionnelExpertise sur Business ObjectAnglais courantSavoir s'adapter en permanenceAvantagesCette opportunité ne s'arrête pas là ! Vous pourrez bénéficier d'heures flexibles de travail. Qui n'en rêve pas ?Comment PostulerSi vous êtes intéressé, merci de faire part de votre CV à Diane ToulemondeMots-clésSAP BO, Informatica, Cloud, Bigdata, BI, chaîne décisionnelle, Oracle, Agile",Premier emploi,Temps plein,"['Développement commercial ', 'Ventes']","['Technologies et services de l’information', 'Logiciels informatiques', 'Internet']"
16,13562,EOLE Consulting,Ingénieur Décisionnel/BI H/F,"Lyon, FR","Poste et missions Nous recherchons pour le compte del’un de nos clients » Grand Compte» unIngénieur Décisionnel BI H/F.Il s’agit de prestation de conception BI.La Mission Portera Sur L’ensemble De La Chaine De Réalisation, En Assurant Selon La Nature Du Process à Développer Les Missions SuivantesL’analyse, la conception et la réalisation des traitements d’acquisition des données,La modélisation, le design et la réalisation des solutions de restitution / reportingLes tests, la documentation, la livraison des traitements réalisés,Les actions de maintenance, corrective et évolutive, ainsi que les interventions de diagnostic et dépannage en environnement de production, sont également dans le périmètre des missions possibles sur le domaine.Environnement technique : Expérience significative nécessaire sur les outils/domaines suivants :Base de données (Oracle, SQL Server, Teradata et syntaxe SQL…)Développement ETL (Talend, Informatica…)Design d’univers et reporting (Business Object/BI4, QlikView/QlikSense, Tableau, Power BI).Environnement de traitement Unix (de préférence Linux) et shellVotre profil De formation du type Bac +2 à Bac +5 en informatique, vous justifiez d’une expérience d’au minimum 2 ans sur le domaine BI.Un bon niveau d’anglais est recommandé.Rejoignez-nous, en nous envoyant votre CV et lettre de motivation en réponse à cette annonce",Premier emploi,Temps plein,"['Développement commercial ', 'Ventes']","['Technologies et services de l’information', 'Logiciels informatiques', 'Sécurité informatique et des réseaux']"
17,13563,Axway,Big Data Software Developer,"Lyon, Auvergne-Rhone-Alpes, France","About the project – aka the little apple of our eyes   We are building our next generation analytics stack. This new Axway analytics product is delivered to our customers in the cloud as a SaaS offering and can also be deployed On-premise. We are focused on delivering near real time analytics in the big data context, receiving speeds and feeds from numerous data sources, with high velocity and high volume. We are building the pipelines and processes responsible for ingestion of terabytes of data daily. We follow state of the art design patterns. The technology stack we build our product upon are all recognized among the best in their category. Our software stack includes Elasticsearch, Kafka & Flink. We code mainly in Java. Agility is in our blood. We live with the desire to innovate while continuously improving our methodologies and to produce the best quality code. The hacking weeks that we organize twice a year are one of the many opportunities when we leave our developers the greatest autonomy to innovate and create exciting new features for the product. The engineers in the team have a strong experience in building analytics software and a wide DevOps culture. About you   You are a seasoned software developer with the desire to help us and grow your skillset. Ideally you are a person with experience in SaaS development in the streaming analytics domain. However, you may be young and talented and that’s okay! We would be happy to have you onboard and help you develop your skills! We are waiting for you, THE brilliant candidate that will make this project a reality.  About Axway     At Axway, we are connecting individuals, systems, businesses, and ecosystems as if they were peers of each other. That means we need to make billions of transactions and data transfers across the Internet understandable, predictable, manageable and secure for our customers.  Why choose us?   We know applying for and taking on a new job at any company requires a leap of faith. We want you to feel comfortable and excited about applying to Axway. To help you understand more about who we are and what we value, you can start with our culture and values which are articulated in our R&D Manifesto (see here: https://www.axway.com/en/R-and-D)   Other reasons to join us include: Employee career development is one of Axway’s major company values. We are deeply committed to helping them leverage the promotion and job mobility opportunities that are right for them. Axway’s global presence creates opportunities for international mobility. We offer an important training plan (technical, product & functional) to insure your integration and your performance. A competitive remuneration package and real benefits. Working time that can be flexible when needed. Comfortable and relaxed working environment.",Premier emploi,Temps plein,"['Technologies de l’information', 'Études/recherche']",['Logiciels informatiques']
18,13564,Soladis,Data Scientist F/H,"Lyon, FR","Le candidat retenu sera en charge de l’analyse de données massives provenant de capteurs et objets connectés, collectés via smartphones, et utilisés dans le cadre d’études cliniques. L’objectif final de l’utilisation de ces données est de mieux appréhender l’efficacité des produits pharmaceutiques. Dans le cadre de ce poste, vous interviendrez sur les missions suivantes : Développement d'algorithmes-- Vous justifiez d'un parcours type Master / PhD en Data Science / Statistique et de 3 années d’expérience minimum dans le domaine d’expertise de la Data science au sein de l’industrie, la banque ou l’assurance. Expérience souhaitée dans le Data mining, le machine learning, le Data management en mode ETL – Data warehouse + A.I. et Chatbot. La maîtrise de SAS (au moins 3 ans d’expérience requis) et not-- Soladis est une société d’étude et conseil dans la donnée (collecte, cleaning, traitement, analyse et valorisation) fondée en 2000, basée à Lyon, Paris, Lille, Sophia-Antipolis (FR), Bâle (CH) et Boston (USA). La société est aujourd’hui divisée en Business Units aux expertises complémentaires et travaillant conjointement sur des projets clients : - SOLADIS STATISTICS, département spécialisé dans la",Premier emploi,Temps plein,"['Ingénierie', 'Technologies de l’information']","['Études/recherche', 'Biotechnologie', 'Industrie pharmaceutique']"
19,13565,BIAL-R,Data Scientist (H/F) Lyon,"Lyon, FR","Pour accompagner sa très forte croissance, le Cabinet BIAL-X s’appuie sur son centre de servicesBIAL-R dans la réalisation de projets à fortes valeurs ajoutées.Dans le cadre de notre développement sur la région lyonnaise, les différents pôles d’expertises de BIAL-R se doivent de recruter de nouveaux talents.C’est ainsi que Bial-X souhaite naturellement poursuivre et continuer à développer ce secteur stratégique pour nos activités en recrutant rapidement de futurs collaborateurs. Fort d’un embarqué BI conséquent (200 clients) mais aussi d’une stratégie Data réelle et assumée, que ce soit en terme de moyens mis à disposition et d’investissements déjà réalisés, fort aussi de ses projets en cours tout autant innovants que variés, nous nous réjouissons par avance de votre candidature que nous étudierons dès réception avec intérêt, en espérant aussi vous rencontrer rapidement.POSTE & MISSIONSVous occuperez le poste de Data Scientist (h/f), et interviendrez sur différents projets Big Data et/ou Data Science pour des clients de différents secteurs d’activités (habitat social, industrie, santé…)PRINCIPALES ACTIVITÉSIdentifier les besoins et la problématique des directions métiersDéfinir une modélisation statistique qui permette de répondre à la problématiqueConstruire des outils d’analyse pour collecter les données de l’entreprise.Collecter et rassembler l’ensemble des sources de données structurées ou non structurées nécessaires à l’analyse et pertinentesOrganiser, étudier et synthétiser ces sources de données sous forme de résultats exploitablesModéliser les comportements et en extraire de nouveaux usages utilisateursPROJETSEn Terme De Projets IA/Data Science, Bial-R Peut Déjà Mettre En Avant, En Plus D’une Équipe Existante Dynamique, Mixte, Pluridisciplinaire Investie Et Soudée, Des Avancées/partenariats Et Projets ConcretsPartenariat avec un laboratoire de recherche lyonnais dans le domaine de l’IA, de la Data Science et du prédictifPartenariat avec des Ecoles de Strasbourg où Bial-X dispense des cours en Data Science et y recrute de futurs talentsPlateforme prédictive pour le traitement préventif des impayés, de la vacance, de la maintenance/entretien des immeubles dans l’habitat social,Notre offre BialVoG, « value of gain », véritable package technico-méthodologique dont l’objectif est, dans un délai très court d’offrir à nos clients une première immersion opérationnelle dans le monde de la Data, ce sur des «use case» concrets définis ensemble et ainsi d’objectiver des gains/axes de valeur atteignablesDes projets réels, pour certains déjà démarrés, pour d’autres en réflexion avancée et/ou POC, que ce soit dans les domaines de la Santé Hospitalière, de la Sécurité Routière, de l’Energie, du social/sociétal ou bien encore et bien entendu de l’industrie 4.0 avec l’avènement massif du déploiement des IoT sur ce secteur clefPlus récemment encore ont également nouées des relations de partenariats privilégiées avec IBM et Microsoft sur leurs plateformes d’IA respectives, sans pour autant obérer nos contacts et une veille permanente qui nous permet d’être au fait de l’état de l’art des offres des autres grands acteurs du domaine que sont Google, Amazon, Salesforce/Einstein …PROFILDe formation Bac +5 en école de commerce, d’ingénieur et/ou université avec une spécialisation en statistique, mathématiques ou informatique, vous justifiez d’au moins une expérience concrète en Data Science. Les langages de programmation (Python, R, Java, Spark, Scala) vous sont familiers. Vous maîtrisez les fondamentaux algorithmiques du Machine Learning.Rigoureux, autonome, dynamique et, vous avez l’esprit de service, la volonté d’apprendre et d’être un acteur du développement de notre cabinet.Nous vous offrons un encadrement personnalisé basé sur la proximité, associé à une ambitieuse politique de formation et de vraies perspectives d’évolutions de carrière.Vous souhaitez intégrer une agence dynamique et conviviale qui travaille au cœur des projets décisionnels de ses clients, alors n’hésitez pas,Rejoignez l'équipe !",Premier emploi,Temps plein,"['Ingénierie', 'Technologies de l’information']","['Technologies et services de l’information', 'Logiciels informatiques', 'Conseil en management']"
